,question_text
5773,시간이 남을 때는 주로 무슨 일을 하시나요 그리고 그 일을 하면서 시간을 보내는 이유는 무엇인지 설명해 주실 수 있을까요
5774,지원자님께서 가지고 있는 상위 일 퍼센트의 능력이 있을까요 해당 경험에 대해서 최대한 자세하게 소개해 주실 수 있을까요
5775,지금까지 살아오면서 여러 가지 갈등 상황을 마주하셨을 텐데요 그동안 인생에서 겪었던 갈등들 가운데 가장 심각했던 갈등은 무엇이었습니까 한 가지만 선택해서 말씀해 주시기 바랍니다
5776,이제까지 살면서 제일 힘들었던 경험이 무엇이었는지 말씀해 주시고 그것을 어떤 방법으로 극복하셨는지도 함께 얘기해 주세요
5777,공동체의 가치에 입각해서 무형문화유산이 보호됨에 있어 적용되는 사회적 관념은 무엇이라고 생각하시나요
5778,지원자님께서 생각하시기에 공무원에게 특히 강조되는 공직 윤리는 무엇이라고 생각하십니까 여러 가지 공직 윤리 중에서 최우선으로 생각하는 한 가지를 골라 말씀해 주십시오
5779,지금 공부하고 있는 분야가 있을까요 있다면 그것을 왜 공부하는지 이제까지 어떤 것들을 배웠는지도 함께 얘기해 주세요
5780,이제까지 살면서 전혀 몰랐던 환경에서 아예 새로운 일을 맡아서 해 본 경험이 있다면 그 경험에 대해서 말씀해 주세요
5781,평소 검색은 자주 하시나요 그렇다면 주로 어떤 검색을 하는지 검색은 왜 하시는지 궁금합니다
5782,본인이 창의적으로 어떤 문제를 해결해 본 경험이 있다면 그때 그 경험에 대해서 최대한 자세하게 설명 부탁드릴게요
5783,만약 지원자분께서 지금 지원하신 이 직무가 아니라 다른 부서에 배치된다고 하면 어떻게 하실 생각이신지 궁금합니다 다른 부서에 배치된다고 하더라도 괜찮으신지 답변 부탁드립니다
5784,지원자님은 직장을 선택할 때 제일 중요하게 생각하는 세 가지가 있다면 그것은 각각 무엇인가요
5785,그동안 살면서 지원자님이 다른 사람을 도운 경험 중에 가장 기억에 남는 일이 있으시다면 그 일에 대해서 말씀해 주시겠습니까
5786,협업을 하는 과제와 혼자 하는 과제 중에 어느 것을 더 선호하시는지 그 이유와 함께 얘기해 주세요
5787,태어나서 지금까지 했던 일들 중에 가장 후회했던 일은 무엇인가요 한 가지만 골라서 구체적으로 해당 경험을 말씀해 주시길 바랍니다
5788,왜 이 분야에 관심을 가지게 되었고 입사 지원하게 되셨는지 궁금합니다 본인이 관심을 갖게 된 이유와 지원 동기 답변해 주세요
5789,직무 지식 역량 태도 이 세 가지 요소 중에서 가장 중요하다고 생각하시는 것과 이유에 대해서 말씀 부탁드립니다
5790,역사 속에서 가장 존경하는 인물은 누구입니까 그 인물을 가장 존경하는 이유에 대해서도 말씀해 주시기 바랍니다
5791,지원자님께서는 이제까지 살아오면서 윤리적으로 행동에 임했던 적이 있으신가요 그렇다면 왜 그렇게 행동을 하셨는지 지금 저희에게 얘기해 주실 수 있을까요
5792,열심히는 하지만 본인이 원하는 만큼 따라오지 못하는 팀 동료들이 있습니다 그럴 때는 보통 어떻게 하시나요
5793,만약 상사가 업무와 무관한 일을 시킨다면 잘 수행할 자신이 있으신가요 아니면 수행하지 않는다고 하실 건가요
5794,본인은 직장을 선택할 때 제일 중요하게 생각하는 것 세 가지가 있다면 각각 그것을 무엇이라고 말씀하실 건가요
5795,배달의민족을 사용하시면서 지원자님께서는 서비스적인 면에서 어떤 부분이 아쉬우셨나요
5796,열심히 하는데도 본인이 원하는 만큼 따라오지 못하는 팀 동료들이 있을 수도 있는데요 이럴 때 지원자님은 어떻게 하시나요
5797,평소에 검색은 자주 하시나요 검색을 하실 때 주로 어떤 검색을 하시는지 왜 검색을 하시는지 궁금합니다
5798,다른 계열사도 많이 있는데 해당 계열사에 지원해 주신 특별한 이유가 있으실까요 궁금합니다
5799,협업을 할 때 사교성이 좋은 편이신가요 본인의 사교성을 키우기 위해서 어떤 노력들을 해 오셨는지 말씀해 주실 수 있나요
5800,이제까지 살면서 제일 힘들었던 경험은 무엇이었나요 그리고 그것은 어떤 방법으로 극복하셨나요
5801,일을 하다 보면 업무량이 과도하게 많아질 수도 있습니다 혹시 그래도 잘 버틸 자신이 있으신가요
5802,사람들과 협업을 하며 제일 어려웠던 점이 있다면 그것은 무엇이었고 그 부분을 어떻게 극복하셨는지 함께 얘기해 주세요
5803,만약 지원자님께서 본인의 직무에 맞지 않는 일을 하게 되신다면 어떻게 하시겠습니까 어 그리고 그렇게 된다고 하더라도 괜찮으신지 여쭤보고 싶습니다
5804,지원자님은 이전 직장이나 혹은 대학에서 어떤 프로젝트를 해 봤는지 생각나시는 게 있나요 만약 있다면 그 프로젝트에 대해 자세하게 설명해 주시길 바랍니다
5805,혹시 회사에 들어와서 선배를 만나게 된다고 하면 어떤 모습의 선배를 만나고 싶으신지 그렇게 말씀하신 이유도 함께 설명해 주세요
5806,많은 기업에서는 요즘 사회 공헌을 하고 있습니다 저희 국가 철도 공단이 앞으로 추진했으면 하는 사업이나 또는 사회 공헌 활동이 있다면 어떤 것이 있는지 말씀해 주시기 바랍니다
5807,지원자님께서 최근에 했던 의로운 일이라든지 혹은 본인 스스로를 희생해서 경험을 한 게 있다면 어떤 것이 있는지 답변 바랍니다
5808,어 이제 입사하시면 공직자가 될 텐데요 그 공직자로써 어 국민들에게 써비스를 제공할 때 어 가장 중요하다고 생각하는 요소가 있다면 어떤 요소일까요
5809,대학에서 배운 지원자님의 전공 과목 중에서 가장 기억에 남는 과목은 무엇인가요 한 가지를 골라서 구체적으로 말씀해 주실 수 있나요
5810,어 직무를 수행하다가 난관에 봉착할 수도 있는데요 그런 경우에는 어떻게 해결하시겠습니까 지원자님의 해결 방법과 그 이유를 함께 말씀해 주시길 바랍니다
5811,외상후 스트레스 장애를 뜻하는 피티에스디를 직접 경험해 본 일이 있으십니까 있으시다면 이를 어떻게 극복하셨는지에 대해서도 설명해 주시기 바랍니다
5812,그동안 속해 있었던 조직이나 단체 속에서 지원자님께서는 주로 어떤 역할을 하셨는지 구체적으로 본인의 역할에 대해 설명해 주세요
5813,여러 사람들과 함께 일을 하다 보면 구성원들 간의 갈등이 생길 수도 있는데요 이럴 때 지원자님은 어떻게 갈등을 해결하셨나요
5814,본인의 장점과 단점을 각각 말씀해 주시고 그것을 특화하고 극복하기 위한 노력도 함께 말씀 부탁드립니다
5815,면접자님께서는 시간이 남을 때 주로 무슨 일을 하시나요 그리고 그 일을 하는 이유는 무엇인지 설명해 주실 수 있을까요
5816,태어나서 이제까지 했던 일들 가운데 제일 후회했던 일은 무엇이었나요 한 가지만 골라서 말씀해 주시겠어요
5817,일을 하다가 상사에게 어려운 지시를 받게 된다면 어떻게 하실지 그 이유와 함께 설명해 주세요
5818,기차가 운행 시에 삼십 분 동안 산사태로 정차가 되었습니다 이럴 때 만약 지원자님이 관리 책임자라면 어떻게 하실 건가요
5819,시험 기간이나 시간이 촉박한 상황에서 지원자분 본인께서는 어떻게 시간 관리를 하시는지 궁금합니다 지원자분 본인의 시간 관리 방법에 대해서 말씀해 주시면 되겠습니다
5820,불만을 제기하는 고객이 있다면 이를 대처하는 본인만의 노하우가 있을까요 있다면 설명 부탁드릴게요
5821,직무 수행 시에 난관에 봉착했다면 어떻게 해결하실 건가요 지원자님의 해결법과 이유에 대해서 말씀 부탁드립니다
5822,지원자님께서 지금껏 살아 오면서 인내심이 한계를 느껴본 적이 있으신가요 잘 생각해 보시고 이러한 경험에 대해서 말씀해 주시겠습니까
5823,지원자님께서는 본인이 교번 근무에 잘 적응할 수 있다고 생각하시나요 그렇다면 근거와 함께 자신의 의견을 말씀해 주세요
5824,만약 일을 하던 중에 팀원과 불화가 생긴다면 어떻게 해결하실 건가요 본인의 해결법과 그렇게 하시려는 이유에 대해서도 함께 말씀해 주세요
5825,본인이 이제까지 인생에서 겪었던 갈등들 중 제일 심각했던 갈등이 무엇이었는지 한 가지만 골라서 말씀해 주세요
5826,지원자님이 생각할 때 글로벌 인재에게 꼭 필요한 요소는 무엇입니까 그리고 지원자님께서는 그것을 위해 노력했던 것이 있다면 그 노력에 대해서도 함께 말씀해 주시기 바랍니다
5827,이번 면접에서 합격을 하시면 지원자님도 공공 기관에 직원이 되실 텐데 공공 기관의 직업이라면 반드시 가져야 될 마음가짐 또는 자세는 무엇일지 마음 말씀해 주세요
5828,규범 준수와 현실 상황은 종종 충돌하곤 합니다 직접 경험한 관련 경험이 있다면 말씀해 주실 수 있을까요
5829,이전 직장을 그만둔 특별한 이유가 있었나요 그리고 현 직장도 같은 이유로 그만둘 가능성이 있을지 말씀해 주세요
5830,다른 사람이 생각하는 지원자님의 장단점은 무엇일까요 지원자님께서 생각하시는 이유와 함께 말씀해 주시기 바랍니다
5831,지원자님께서는 우리 회사에 입사를 하고 난 후에 혹시 일을 하면서 가장 어려울 것으로 예상되는 것이 있으신가요 있다면 그것이 무엇인지 말씀해 주시고 또 어떻게 대처할 것인지도 함께 말씀을 해 주시기 바랍니다
5832,지원자님께서는 나만의 스트레스 해소법이 있는지 만약에 있다면 왜 그런 방법으로 스트레스를 해소하는지 자세하게 말씀해 주실 수 있으십니까
5833,커뮤니케이션을 잘 할 수 있는 본인만의 기술이 있다면 한 번 보여주시겠어요
5834,국민이 공직자에게 원하는 건 무엇이라고 생각하십니까 공직자의 필수 덕목을 몇 가지만 말씀해 주시기 바랍니다
5835,어 화가 난 민원인이 찾아왔을 때 지원자님께서는 어떻게 대처하실 것인지요 그 대처할 그 상황과 방법을 아주 간략하게 말씀해 주시기 바랍니다
5836,직무 수행 시에 난관에 봉착했다면 어떻게 해결하실 건가요 지원자님의 해결 방법과 그렇게 하실 이유에 대해서 말씀 부탁드립니다
5837,우리 회사에서 하고 싶은 업무가 있으시다면 이유와 함께 자세하게 말씀해 주시기 바랍니다
5838,일을 하다 보면 사실 공장 주민들의 과도한 민원에 시달리는 일이 있을 수도 있습니다 그럴 때에 이 민원들을 지원자님께서는 어떻게 대응하시겠습니까
5839,지원자님께서는 회사에서 만나고 싶은 특별한 선배의 모습이 있으실까요 있으시다면 이유와 함께 답변해 주시기 바랍니다
5840,지금까지 경험한 대외 활동에서 무엇을 배우셨고 어떤 자세로 임하셨는지 말씀해 주시기 바랍니다
5841,다른 사람의 시선으로 보았을 때 지원자님을 보는 첫인상이 어떤 장단점을 갖고 있었다고 파악했었는지 그 이유와 함께 말씀해 주세요
5842,혹시 면접자께서는 지금부터 삼 년 뒤까지 삼 년 내에 주요 성장 계획이나 목표가 있으십니까 만약 있다면 무엇인지 구체적으로 설명해 주시기 바랍니다
